"inventory_key","product_key","supplier_key","location_key","date_received_key","last_order_date_key","expiration_date_key","stock_quantity","reorder_level","sales_volume","inventory_turnover_rate","reorder_quantity","unit_price","status"
717,128,546,29,20241103,20240610,20241126,59,78,32,3,6,4.50,Active
718,921,304,497,20241211,20240817,20240829,75,48,96,65,25,3.00,Backordered
719,700,144,706,20240429,20240512,20250224,58,23,82,61,66,1.80,Backordered
720,568,6,284,20250201,20240824,20241207,91,73,51,49,77,4.75,Discontinued
721,757,280,609,20250108,20250125,20240909,81,87,94,10,15,6.00,Backordered
722,858,139,951,20241107,20250216,20240825,19,77,62,100,66,10.00,Active
723,828,407,185,20240818,20241110,20240315,59,59,57,50,10,7.00,Active
724,427,635,906,20241225,20240712,20240628,30,25,42,76,11,8.00,Active
725,412,228,496,20250224,20240312,20241022,56,50,99,5,80,8.00,Discontinued
726,121,572,291,20240525,20240603,20240730,85,90,61,80,16,5.00,Backordered
727,908,816,511,20240630,20240724,20240718,85,86,78,53,21,6.50,Backordered
728,739,348,62,20240326,20240428,20240906,18,62,61,78,2,3.00,Discontinued
729,212,423,307,20240814,20240826,20240906,83,35,94,68,43,0.20,Discontinued
730,811,73,302,20240826,20241120,20241009,80,9,54,62,29,8.10,Active
731,42,528,416,20240401,20241221,20240408,38,67,35,24,66,12.00,Discontinued
732,63,702,542,20240705,20241008,20240901,79,38,43,93,67,2.50,Discontinued
733,936,806,894,20241221,20240409,20240622,39,16,98,12,57,4.00,Active
734,353,923,547,20241010,20240629,20240929,12,86,75,86,98,4.00,Discontinued
735,484,975,482,20240603,20250116,20240805,12,59,75,92,62,4.50,Backordered
736,550,450,56,20241005,20240710,20240816,29,91,28,40,48,12.00,Active
737,605,796,749,20240603,20241022,20240321,92,52,72,96,80,2.50,Discontinued
738,597,417,180,20240503,20241004,20241122,34,29,90,23,65,2.00,Discontinued
739,872,723,97,20250218,20240730,20240316,41,66,55,74,50,2.00,Backordered
740,711,444,91,20250105,20240831,20250118,98,41,70,75,98,6.35,Backordered
741,688,187,425,20241104,20241219,20240422,30,34,61,13,96,6.30,Backordered
742,264,457,351,20240802,20240321,20240719,100,1,47,79,26,5.00,Active
743,865,532,625,20250204,20240726,20240423,41,94,88,92,4,3.00,Discontinued
744,939,857,192,20240403,20240520,20240906,67,60,30,6,21,2.75,Active
745,529,771,598,20250120,20240907,20241215,90,62,70,83,54,3.00,Discontinued
746,10,162,383,20240315,20240905,20240417,33,44,93,19,89,4.75,Discontinued
747,884,677,566,20250209,20240311,20240917,93,68,30,37,71,0.80,Discontinued
748,717,206,926,20241227,20240526,20250125,45,36,36,6,97,20.00,Active
749,192,942,234,20250219,20240625,20250117,43,21,22,25,31,2.50,Backordered
750,656,631,223,20241024,20240820,20240827,28,17,38,25,28,6.00,Active
751,934,182,331,20250112,20240412,20240628,88,56,25,36,72,2.00,Active
752,54,568,567,20240906,20241103,20240522,78,94,69,40,7,4.35,Backordered
753,612,842,233,20240816,20250125,20240830,79,3,46,29,36,4.00,Discontinued
754,916,376,662,20240326,20241124,20240608,48,2,27,1,16,2.80,Discontinued
755,363,705,690,20240430,20241021,20240922,51,100,40,21,70,3.00,Discontinued
756,200,931,623,20240815,20240614,20241223,89,57,38,16,92,5.00,Active
757,288,227,278,20241103,20240830,20250219,18,50,44,19,77,1.45,Active
758,513,791,959,20240515,20240716,20241214,99,6,49,9,88,3.00,Active
759,90,871,319,20240908,20240227,20240229,70,81,24,54,75,2.00,Backordered
760,430,860,342,20241215,20241230,20240824,100,64,84,44,62,2.50,Discontinued
761,61,351,828,20241020,20240228,20240907,86,90,98,85,39,2.10,Active
762,98,505,524,20241018,20240828,20250116,32,91,69,80,80,10.00,Discontinued
763,695,670,860,20250207,20250117,20241213,92,54,79,1,73,3.10,Backordered
764,977,764,878,20240603,20240926,20240718,33,18,98,56,92,6.00,Discontinued
765,261,827,692,20240531,20250208,20241228,65,61,29,11,82,2.00,Backordered
766,367,83,742,20240904,20240404,20240521,56,75,42,53,13,5.00,Backordered
767,920,673,265,20250213,20250101,20240911,59,73,32,56,86,2.75,Backordered
768,763,95,447,20240915,20240420,20240606,41,76,50,50,47,2.65,Backordered
769,913,585,869,20241227,20250113,20240814,74,62,65,96,6,4.00,Active
770,84,2,730,20250109,20240607,20241016,63,56,35,16,33,2.50,Backordered
771,766,346,391,20241218,20250224,20250128,19,47,96,37,25,5.00,Discontinued
772,320,898,293,20241128,20240924,20240830,33,22,96,56,94,15.00,Discontinued
773,505,938,157,20240418,20240317,20240917,22,19,88,24,4,0.20,Discontinued
774,669,225,505,20240915,20240923,20250113,46,27,64,96,76,5.00,Active
775,357,581,584,20241208,20240307,20240920,94,60,100,42,78,0.80,Active
776,747,627,135,20240318,20240320,20241101,94,34,74,70,21,5.50,Backordered
777,19,556,637,20240616,20240529,20250202,32,38,52,11,23,2.50,Discontinued
778,116,800,468,20240406,20240424,20241013,41,52,57,62,75,4.50,Backordered
779,278,352,385,20240417,20250204,20240525,84,58,51,12,28,6.00,Active
780,330,728,451,20241209,20240412,20240909,20,55,86,61,15,2.50,Backordered
781,988,511,655,20241125,20250130,20240515,39,88,28,18,100,8.00,Backordered
782,847,886,601,20241219,20240709,20240929,86,55,37,53,96,10.00,Backordered
783,615,826,668,20240711,20240506,20240501,79,72,67,63,6,4.00,Active
784,266,489,162,20240815,20240707,20240620,39,55,47,59,39,3.00,Backordered
785,918,706,254,20240620,20240519,20240323,86,23,100,86,1,9.00,Backordered
786,177,270,565,20241231,20240308,20240824,89,34,60,2,15,6.00,Discontinued
787,553,854,600,20250218,20240926,20240620,85,57,30,42,25,3.50,Discontinued
788,903,24,76,20250104,20240705,20240313,18,78,85,97,43,6.00,Active
789,377,447,8,20240809,20241207,20240725,47,29,61,44,70,20.00,Active
790,609,409,18,20240226,20240815,20240306,73,90,75,19,77,4.00,Backordered
791,935,419,529,20240504,20240624,20241201,24,35,91,71,14,2.50,Backordered
792,875,866,328,20241221,20240903,20250116,43,65,78,73,66,6.00,Backordered
793,990,318,859,20240225,20241127,20240720,22,89,30,62,25,21.00,Discontinued
794,253,790,545,20241108,20240330,20240907,29,36,60,96,40,4.00,Backordered
795,71,606,298,20241027,20241025,20240919,75,56,63,64,57,1.90,Discontinued
796,712,301,670,20240619,20240423,20240417,41,22,86,30,11,7.00,Active
797,697,744,580,20240521,20240330,20240430,47,72,93,27,73,4.00,Backordered
798,170,402,79,20241012,20240302,20240804,95,87,61,4,13,2.00,Backordered
799,148,120,815,20250224,20240624,20240225,88,40,96,87,29,15.00,Discontinued
800,431,183,974,20241219,20240730,20250128,96,80,94,49,20,6.10,Discontinued
801,502,430,199,20240802,20240929,20241214,11,30,84,4,4,4.00,Active
802,836,262,966,20240704,20241004,20240515,41,36,38,75,78,4.50,Backordered
803,7,469,393,20241022,20250107,20241116,20,17,50,65,71,8.00,Active
804,500,325,883,20250106,20240601,20240506,20,20,62,69,56,1.80,Backordered
805,544,192,42,20250121,20250207,20250215,45,24,44,34,61,6.00,Backordered
806,262,671,783,20240713,20241002,20241219,43,40,95,26,30,7.00,Active
807,538,410,564,20241029,20240711,20241107,29,66,74,93,21,8.00,Discontinued
808,795,229,972,20241226,20240227,20240429,16,34,35,52,89,18.00,Backordered
809,222,481,743,20250203,20241113,20240319,88,37,63,35,61,2.90,Discontinued
810,662,267,661,20240427,20240501,20240427,49,93,52,31,15,4.50,Backordered
811,133,512,488,20240612,20241220,20240908,34,1,58,36,79,6.20,Discontinued
812,813,371,681,20250109,20240328,20240415,50,14,52,75,99,4.75,Active
813,60,912,658,20241008,20241110,20250222,21,63,38,73,65,1.50,Discontinued
814,756,786,69,20241124,20240501,20250108,39,21,51,98,5,3.00,Backordered
815,852,244,456,20241117,20240725,20241109,32,63,84,34,92,4.90,Discontinued
816,545,289,173,20241010,20240506,20241225,11,10,93,53,60,2.50,Discontinued
817,629,615,10,20241125,20250203,20241114,35,92,76,32,74,2.00,Active
818,829,518,734,20240518,20241002,20241224,84,46,66,84,80,3.50,Discontinued
819,210,708,182,20241015,20240619,20250121,26,54,25,81,90,3.00,Active
820,36,754,171,20241222,20240502,20241206,28,32,32,49,71,2.50,Discontinued
821,954,948,77,20240714,20240318,20240605,44,67,44,72,31,2.50,Discontinued
822,435,979,380,20240708,20250116,20250213,94,69,24,20,68,4.00,Discontinued
823,453,28,710,20240808,20240411,20241228,68,7,69,1,37,2.50,Discontinued
824,391,199,287,20240420,20240818,20250218,38,43,72,64,91,4.00,Active
825,864,310,588,20241020,20240525,20240917,76,11,22,91,15,1.80,Active
826,57,90,444,20240525,20240728,20250119,93,76,76,51,82,2.50,Backordered
827,417,500,674,20241208,20250112,20240420,37,45,34,23,62,5.50,Backordered
828,682,202,396,20250104,20241202,20240927,94,56,47,96,80,4.00,Backordered
829,432,900,834,20240609,20240613,20241110,12,95,25,23,49,1.00,Backordered
830,762,647,16,20241105,20250214,20250128,28,90,76,78,70,2.45,Active
831,290,602,788,20250113,20240412,20240530,48,27,52,97,73,2.55,Discontinued
832,409,892,75,20250114,20241004,20250107,97,41,35,16,68,1.50,Discontinued
833,779,365,235,20240417,20241019,20240718,77,95,29,46,82,6.50,Backordered
834,616,425,780,20241027,20250220,20240302,29,20,31,31,85,4.50,Active
835,870,805,643,20250219,20250211,20241020,98,40,30,53,93,1.50,Active
836,86,72,805,20241012,20240723,20250128,23,85,92,72,94,3.00,Backordered
837,267,294,554,20240310,20240711,20240523,47,30,22,81,16,2.50,Active
838,490,343,418,20240615,20240504,20240919,48,12,59,23,62,7.00,Active
839,145,497,731,20240506,20241125,20240229,41,56,93,88,12,9.75,Active
840,598,494,558,20240626,20240905,20240412,80,43,64,53,80,7.00,Active
841,182,612,252,20250221,20240925,20240810,57,62,23,4,72,4.00,Backordered
842,328,440,651,20240525,20240523,20240917,24,25,24,77,52,4.50,Backordered
843,489,711,645,20241207,20240803,20240319,58,48,98,69,9,3.50,Active
844,579,196,466,20240312,20240811,20240612,19,73,70,48,60,2.45,Backordered
845,37,274,201,20240512,20241003,20240530,65,79,56,94,52,8.00,Discontinued
846,676,94,649,20240415,20240429,20240409,56,86,67,56,23,3.20,Backordered
847,866,785,126,20241022,20241217,20240814,63,41,37,7,98,11.90,Active
848,120,439,213,20240803,20240709,20240928,72,82,51,95,52,9.75,Backordered
849,959,487,840,20241014,20241017,20240512,34,95,41,26,18,5.00,Discontinued
850,589,721,446,20241226,20241218,20240705,64,11,33,83,97,1.50,Discontinued
851,560,875,197,20241024,20240730,20240614,89,26,48,94,36,7.50,Active
852,855,315,801,20240302,20240714,20240603,47,22,26,59,69,4.00,Backordered
853,559,939,15,20241014,20240417,20240529,50,58,83,49,78,3.00,Active
854,193,98,70,20240905,20240921,20240324,44,67,90,11,48,6.00,Active
855,425,616,285,20240505,20250123,20250216,100,92,84,9,26,6.00,Active
856,426,142,78,20240605,20250116,20241121,99,3,65,16,79,5.00,Backordered
857,360,253,423,20240624,20241225,20240605,12,7,66,4,48,2.30,Discontinued
858,270,955,738,20250106,20241031,20240909,85,66,65,58,85,4.20,Discontinued
859,168,159,125,20240719,20240823,20240515,29,33,50,35,88,0.80,Discontinued
860,678,397,463,20240706,20241117,20240410,72,32,25,9,80,2.45,Backordered
861,694,18,787,20241011,20240629,20241115,34,55,77,85,22,5.00,Active
862,235,33,437,20240601,20250223,20240822,81,22,95,77,20,10.00,Discontinued
863,902,138,150,20241210,20240320,20240419,56,12,52,46,85,5.00,Active
864,646,296,575,20250201,20250212,20250214,15,75,71,21,78,1.90,Discontinued
865,117,193,245,20241009,20240428,20241030,40,81,40,48,40,9.00,Backordered
866,818,70,874,20250123,20240807,20250208,54,17,60,20,90,9.50,Active
867,469,762,781,20241230,20240316,20240926,61,31,95,61,100,12.50,Active
868,769,950,919,20240318,20240513,20240520,86,80,22,67,80,4.50,Discontinued
869,718,797,754,20240608,20240328,20250204,95,66,92,72,69,2.48,Backordered
870,493,254,549,20240614,20241005,20240714,38,37,45,88,27,3.50,Backordered
871,22,614,917,20240721,20250209,20250208,16,23,50,27,76,6.10,Backordered
872,498,668,455,20250214,20240811,20241224,91,96,90,75,90,7.50,Backordered
873,34,847,763,20240616,20241106,20241109,97,20,51,51,8,6.50,Active
874,844,317,183,20250107,20240605,20240506,87,51,55,100,67,10.00,Backordered
875,649,56,453,20241212,20240812,20240701,50,36,53,73,96,6.50,Backordered
876,226,102,722,20240511,20241213,20240417,87,24,83,3,19,2.50,Discontinued
877,880,823,577,20240419,20240313,20240912,61,20,71,97,29,3.00,Backordered
878,335,344,687,20240512,20240625,20240814,89,22,83,25,23,5.50,Discontinued
879,169,883,835,20241009,20240819,20250203,71,93,77,58,75,7.00,Discontinued
880,30,509,442,20250110,20241005,20240917,46,43,68,59,46,3.50,Backordered
881,160,84,402,20241105,20240707,20240626,97,88,97,18,81,0.80,Discontinued
882,463,672,618,20240405,20240317,20250202,85,83,49,75,13,1.75,Backordered
883,496,767,551,20240809,20250208,20241228,30,66,63,98,28,5.50,Active
884,419,617,470,20240809,20240822,20240816,35,4,90,30,76,4.00,Discontinued
885,83,434,191,20250126,20240616,20240806,96,9,78,67,57,11.80,Active
886,645,238,100,20240818,20240529,20250110,79,53,45,95,12,9.00,Discontinued
887,749,559,532,20250110,20240705,20240412,42,4,37,53,53,10.00,Active
888,683,277,597,20240714,20241205,20250120,99,10,69,98,88,12.00,Active
889,358,651,102,20240811,20240316,20240526,71,10,66,43,49,1.50,Active
890,455,603,916,20240704,20240309,20240901,25,44,36,16,96,18.00,Active
891,787,291,803,20240329,20250205,20240722,73,83,87,10,74,5.00,Discontinued
892,398,115,316,20241025,20250204,20240902,56,28,93,69,76,3.00,Active
893,394,15,203,20240917,20240827,20250202,56,12,35,16,59,98.43,Active
894,511,470,3,20240923,20240701,20240523,63,12,56,31,82,1.70,Backordered
895,857,111,729,20240508,20240227,20250202,87,70,73,44,77,3.20,Active
896,503,273,222,20241216,20240529,20241009,62,49,42,44,38,2.50,Discontinued
897,810,99,531,20241118,20241008,20241203,85,16,58,36,74,3.85,Backordered
898,776,460,206,20240420,20240914,20240419,43,66,66,65,85,2.50,Discontinued
899,820,703,683,20241211,20241028,20241209,88,100,25,28,17,2.50,Discontinued
900,220,386,811,20240818,20241122,20240516,14,74,37,22,71,1.50,Discontinued
901,517,364,95,20240410,20241015,20240328,24,89,99,1,27,10.00,Discontinued
902,470,885,517,20241105,20241108,20241218,88,24,72,88,44,6.00,Backordered
903,161,22,57,20240820,20240630,20240612,85,28,45,89,21,3.00,Active
904,770,362,850,20241014,20240605,20241027,64,10,97,52,100,2.50,Active
905,910,328,652,20241016,20250203,20250223,72,58,96,23,69,1.20,Backordered
906,20,766,227,20240312,20250212,20241128,62,89,35,36,18,12.00,Active
907,982,161,857,20240526,20240508,20240716,81,23,92,78,17,6.25,Active
908,483,819,325,20240319,20240728,20240618,20,51,71,26,21,5.00,Backordered
909,277,477,553,20250203,20241030,20241219,98,40,46,9,100,2.00,Active
910,211,845,494,20250118,20240731,20241005,72,3,52,14,10,2.00,Backordered
911,190,560,946,20250224,20240704,20240929,53,98,41,84,23,5.00,Backordered
912,741,852,843,20250213,20241008,20240722,10,11,29,72,29,4.30,Backordered
913,132,10,452,20240624,20250224,20240317,72,87,94,57,39,6.00,Active
914,582,143,73,20241210,20250117,20240517,79,98,26,21,97,6.00,Backordered
915,382,692,181,20241123,20240918,20250107,26,100,45,45,13,2.50,Discontinued
916,869,936,224,20241214,20240729,20241027,28,40,30,56,27,1.20,Active
917,460,399,269,20240331,20241221,20241116,91,39,48,18,48,5.00,Active
918,621,127,92,20240909,20250214,20240912,19,65,59,53,48,6.00,Discontinued
919,508,697,85,20240307,20250101,20240426,41,21,50,99,47,5.00,Active
920,12,698,693,20240613,20241201,20240804,57,43,87,88,46,2.50,Discontinued
921,326,832,555,20240725,20241221,20240302,99,37,46,46,74,2.10,Active
922,206,230,246,20250128,20241120,20250209,45,63,83,5,75,7.00,Discontinued
923,849,428,366,20250201,20240726,20240506,76,15,60,49,99,9.50,Discontinued
924,561,215,231,20250125,20250124,20241121,17,63,23,46,66,2.50,Backordered
925,569,198,976,20240415,20240227,20250124,84,26,46,67,37,4.50,Backordered
926,822,157,67,20240327,20240509,20241220,86,16,34,66,37,2.50,Active
927,151,181,262,20240926,20240512,20240604,50,36,27,6,81,10.00,Discontinued
928,722,80,30,20240530,20240516,20240805,31,44,46,9,9,3.00,Discontinued
929,514,825,283,20241217,20241221,20240516,42,94,61,92,79,2.50,Backordered
930,772,75,255,20240411,20240529,20240729,22,77,68,46,15,3.00,Active
931,73,279,673,20241218,20240604,20240416,52,46,43,34,12,15.00,Backordered
932,945,834,739,20240314,20241228,20240316,88,71,28,14,9,18.00,Backordered
933,943,502,901,20240817,20240728,20241123,35,41,62,14,84,1.80,Backordered
934,584,436,624,20240818,20241012,20240406,80,100,100,28,48,12.00,Backordered
935,644,272,965,20240330,20240825,20250209,98,62,59,19,97,5.50,Active
936,614,527,216,20241001,20240817,20240526,76,54,69,27,76,2.50,Backordered
937,680,368,817,20240702,20240319,20240514,40,30,54,29,65,4.50,Active
938,383,32,443,20240831,20250213,20240428,15,44,56,12,88,3.00,Discontinued
939,279,745,772,20241211,20240807,20240518,36,90,35,68,57,25.00,Backordered
940,294,17,726,20250214,20240820,20240728,17,38,100,63,93,9.00,Active
941,590,466,211,20240823,20240917,20250123,44,48,67,79,77,2.50,Discontinued
942,443,392,60,20241226,20240627,20241119,60,27,43,91,58,25.30,Active
943,340,488,563,20240527,20240410,20241215,44,97,80,33,76,10.00,Discontinued
944,48,109,941,20250209,20240615,20250220,22,69,34,26,87,5.50,Backordered
945,8,682,390,20240409,20240608,20241203,22,56,70,39,72,4.00,Discontinued
946,987,780,333,20240414,20250116,20240818,23,71,63,23,32,2.00,Discontinued
947,821,451,166,20240523,20241018,20240905,62,2,50,11,98,3.00,Discontinued
948,387,176,875,20241105,20240711,20240421,33,78,60,25,79,5.00,Discontinued
949,188,337,161,20240630,20240805,20250108,35,20,53,56,42,25.25,Discontinued
950,136,194,112,20240927,20240719,20240627,98,65,62,47,76,12.00,Active
951,707,839,232,20240707,20241220,20240831,36,81,73,60,54,4.75,Discontinued
952,343,580,341,20240728,20240721,20250202,26,18,57,86,62,2.50,Discontinued
953,201,330,957,20241206,20240630,20240612,59,20,45,15,17,5.00,Discontinued
954,487,58,904,20241111,20240915,20240702,97,77,43,40,13,7.00,Backordered
955,82,915,80,20250201,20240726,20241008,22,43,45,87,3,4.10,Backordered
956,736,266,794,20240402,20250107,20240329,65,63,28,26,41,20.00,Backordered
957,331,792,881,20240527,20241006,20241218,78,61,49,60,6,0.80,Active
958,892,108,536,20240614,20240225,20240514,57,25,78,37,98,2.50,Active
959,404,356,243,20240528,20240531,20240824,88,74,79,5,97,9.00,Active
960,946,153,820,20241029,20241229,20240225,84,92,92,69,18,1.50,Active
961,149,173,47,20240623,20240731,20250211,43,63,33,96,80,1.80,Discontinued
962,3,906,797,20240304,20240712,20240327,27,12,88,83,93,12.00,Discontinued
963,708,406,28,20241018,20241221,20250111,56,48,71,65,82,4.75,Backordered
964,202,755,596,20240331,20241026,20240917,70,29,62,55,24,0.20,Backordered
965,317,804,136,20240321,20240419,20240925,29,2,80,85,84,4.00,Backordered
966,242,987,632,20240309,20241124,20250213,34,49,78,20,27,4.00,Discontinued
967,906,367,964,20240617,20240522,20241117,74,60,99,68,27,4.00,Backordered
968,208,699,610,20241115,20240227,20250205,74,72,83,54,18,21.00,Active
969,89,650,19,20240426,20241022,20240414,55,13,37,4,71,4.45,Backordered
970,423,110,939,20250116,20250116,20240304,28,5,33,9,9,1.80,Discontinued
971,256,629,40,20240723,20240321,20240524,16,75,22,46,42,2.00,Active
972,728,131,90,20240908,20240606,20250115,62,89,23,11,6,20.00,Discontinued
973,408,201,189,20241026,20240618,20241011,31,29,25,22,57,2.50,Active
974,537,960,264,20240625,20240709,20250114,25,95,24,76,71,2.00,Backordered
975,588,103,899,20240430,20240610,20250206,62,31,89,100,24,25.00,Backordered
976,405,633,251,20240629,20240415,20240507,90,52,63,14,50,4.00,Discontinued
977,640,675,945,20240730,20240910,20240229,21,25,79,30,39,4.00,Active
978,480,630,63,20241013,20240228,20240827,98,100,53,20,34,9.00,Active
979,65,240,578,20240813,20250203,20240714,70,30,44,42,69,3.50,Discontinued
980,289,575,858,20250129,20240519,20240418,47,1,32,87,60,4.20,Discontinued
981,532,984,530,20241216,20240306,20240725,100,7,26,33,14,2.00,Backordered
982,166,92,725,20241105,20250205,20240321,77,1,58,55,41,1.00,Discontinued
983,351,873,179,20240330,20240316,20250215,82,25,66,14,94,7.50,Backordered
984,768,207,861,20240717,20241109,20250120,71,77,34,57,30,1.50,Backordered
985,690,734,313,20240516,20240706,20241230,62,79,34,12,95,1.00,Active
986,634,305,411,20241117,20250211,20240503,89,15,79,42,22,10.00,Discontinued
987,968,864,461,20240905,20240911,20250116,46,81,48,48,47,2.50,Active
988,953,45,982,20240308,20241221,20240523,98,24,89,80,4,4.10,Active
989,567,282,716,20241029,20241019,20240717,39,78,54,89,97,6.50,Backordered
990,413,334,2,20241123,20240811,20240618,51,47,53,4,6,2.50,Backordered
